Nome,Tipo,Área m2,Preço R$,quartos,suites,vagas
"SHS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 131 m²,131 m²,"R$  16.375
Valor m² R$  125",0,0,0
"SIG Quadra 1, SIG, BRASILIA",Aluguel Prédio 913 m²,913 m²,"R$  80.000
Valor m² R$  87",0,0,0
"SMPW Quadra 7, PARK WAY, BRASILIA",Aluguel Casa Condominio 1180 m²,1180 m²,"R$  23.000
Valor m² R$  19",7,7,8
"CLNW 10/11 Lote F, NOROESTE, BRASILIA",Aluguel Galpão 311 m²,311 m²,"R$  10.885
Valor m² R$  35",0,0,0
"Altiplano Leste, JARDIM BOTANICO, BRASILIA","Aluguel Rural 0,12 ha","0,12 ha","R$  30.000
Valor m² R$  25",0,0,20
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 400 m²,400 m²,"R$  10.900
Valor m² R$  27",5,5,2
"CLNW 10/11 Lote F, NOROESTE, BRASILIA",Aluguel Apartamento 35 m²,35 m²,"R$  2.306
Valor m² R$  65",0,1,0
"SHTN, ASA NORTE, BRASILIA",Aluguel Apartamento 26 m²,26 m²,"R$  2.600
Valor m² R$  100",0,0,0
"SQSW 504 Bloco A, SUDOESTE, BRASILIA",Aluguel Apartamento 202 m²,202 m²,"R$  12.500
Valor m² R$  61",4,2,2
"CLNW 10/11, NOROESTE, BRASILIA",Aluguel Apartamento 43 m²,43 m²,"R$  3.800
Valor m² R$  88",0,0,2
"SHS Quadra 6 Conjunto A Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 72 m²,72 m²,"R$  11.500
Valor m² R$  159",0,0,0
"SCS Quadra 4, ASA SUL, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  550
Valor m² R$  19",0,0,0
"SQN 210 Bloco D, ASA NORTE, BRASILIA",Aluguel Apartamento 96 m²,96 m²,"R$  8.000
Valor m² R$  83",2,1,0
"CLSW 102 Bloco A, SUDOESTE, BRASILIA",Aluguel Loja 30 m²,30 m²,"R$  6.500
Valor m² R$  216",0,0,0
"SHTN Trecho 1, ASA NORTE, BRASILIA",Aluguel Apartamento 96 m²,96 m²,"R$  9.033
Valor m² R$  94",2,1,0
"Condomínio Jardim Botânico VI, JARDIM BOTANICO, BRASILIA",Aluguel Casa 572 m²,572 m²,"R$  9.000
Valor m² R$  15",4,2,0
"SCES Trecho 2, ASA SUL, BRASILIA",Aluguel Sala 7 m²,7 m²,"R$  4.120
Valor m² R$  588",0,0,0
"SHIS QI 15, LAGO SUL, BRASILIA",Aluguel Sala 64 m²,64 m²,"R$  4.200
Valor m² R$  65",0,0,10
"CLN 404 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 41 m²,41 m²,"R$  2.200
Valor m² R$  53",0,0,0
"SCN Quadra 4 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 384 m²,384 m²,"R$  18.650
Valor m² R$  48",0,0,7
"SGAS 914, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  1.500
Valor m² R$  45",0,0,0
"CLN 308 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  750
Valor m² R$  26",0,0,0
"SBN Quadra 02 Bloco F, ASA NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  900
Valor m² R$  30",0,0,0
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  800
Valor m² R$  25",0,0,0
"SDS Bloco A Lote 44, ASA SUL, BRASILIA",Aluguel Loja 43 m²,43 m²,"R$  2.000
Valor m² R$  46",0,0,0
"SQN 306 Bloco G, ASA NORTE, BRASILIA",Aluguel Apartamento 109 m²,109 m²,"R$  5.000
Valor m² R$  45",3,1,0
"SBN Quadra 2, ASA NORTE, BRASILIA",Aluguel Prédio 14858 m²,14858 m²,"R$  742.900
Valor m² R$  50",0,0,0
"SMAS, PARK SUL, BRASILIA",Aluguel Sala 312 m²,312 m²,"R$  28.080
Valor m² R$  90",0,0,9
"SHS Quadra 6 Conjunto A, ASA SUL, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  3.522
Valor m² R$  100",0,0,0
"SMAS Trecho 4 Lote 6/5, PARK SUL, BRASILIA",Aluguel Galpão 800 m²,800 m²,"R$  18.000
Valor m² R$  22",0,0,0
"SEPS 710/910, ASA SUL, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  100
Valor m² R$  8",0,0,0
"SHLS, ASA SUL, BRASILIA",Aluguel Sala 81 m²,81 m²,"R$  5.500
Valor m² R$  67",0,0,0
"SIG Quadra 2, SIG, BRASILIA",Aluguel Sala 80 m²,80 m²,"R$  2.500
Valor m² R$  31",0,0,0
"EQ 03/05, JARDIM BOTANICO, BRASILIA",Aluguel Casa 500 m²,500 m²,"R$  25.000
Valor m² R$  50",5,1,4
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",Aluguel Ponto Comercial 540 m²,540 m²,"R$  43.247
Valor m² R$  80",0,0,11
"SMPW Quadra 15, PARK WAY, BRASILIA",Aluguel Casa Condominio 530 m²,530 m²,"R$  25.000
Valor m² R$  47",5,5,4
"SGCV, PARK SUL, BRASILIA",Aluguel Apartamento 120 m²,120 m²,"R$  6.500
Valor m² R$  54",4,3,2
"SCS Quadra 9, ASA SUL, BRASILIA",Aluguel Sala 133 m²,133 m²,"R$  538
Valor m² R$  4",0,0,0
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",Aluguel Sala 54 m²,54 m²,"R$  3.000
Valor m² R$  55",0,0,2
"SIG Quadra 4, SIG, BRASILIA",Aluguel Sala 116 m²,116 m²,"R$  3.000
Valor m² R$  25",0,0,0
"SCS Quadra 01 Bloco G Lote 30, ASA SUL, BRASILIA",Aluguel Sala 76 m²,76 m²,"R$  1.200
Valor m² R$  15",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 31 m²,31 m²,"R$  1.000
Valor m² R$  32",0,0,0
"SHTN, ASA NORTE, BRASILIA",Aluguel Apartamento 45 m²,45 m²,"R$  5.600
Valor m² R$  124",0,0,0
"CA 05, LAGO NORTE, BRASILIA",Aluguel Galpão 90 m²,90 m²,"R$  4.500
Valor m² R$  50",0,0,0
"SHN Quadra 1, ASA NORTE, BRASILIA",Aluguel Loja 12 m²,12 m²,"R$  299
Valor m² R$  24",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  600
Valor m² R$  20",0,0,0
"CA 01, LAGO NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  1.300
Valor m² R$  43",0,0,0
"SQNW 307 Bloco I, NOROESTE, BRASILIA",Aluguel Apartamento 84 m²,84 m²,"R$  6.000
Valor m² R$  71",2,1,2
"QC 9, JARDINS MANGUEIRAL, BRASILIA",Aluguel Apartamento 60 m²,60 m²,"R$  2.900
Valor m² R$  48",2,0,0
"SDN Lote Único, ASA NORTE, BRASILIA",Aluguel Sala 97 m²,97 m²,"R$  4.900
Valor m² R$  50",0,0,0
"SCS Quadra 3, ASA SUL, BRASILIA",Aluguel Prédio 1 m²,1 m²,"R$  15.000
Valor m² R$  14.851",0,0,4
"QC 15, JARDINS MANGUEIRAL, BRASILIA",Aluguel Casa 58 m²,58 m²,"R$  3.600
Valor m² R$  62",2,0,2
"CCSW 5, SUDOESTE, BRASILIA",Aluguel Loja 26 m²,26 m²,"R$  1.000
Valor m² R$  38",0,0,0
"STN, ASA NORTE, BRASILIA",Aluguel Sala 24 m²,24 m²,"R$  750
Valor m² R$  31",0,0,0
"CRS 502 Bloco B, ASA SUL, BRASILIA",Aluguel Apartamento 50 m²,50 m²,"R$  2.000
Valor m² R$  40",0,0,0
"CLN 215 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 39 m²,39 m²,"R$  1.300
Valor m² R$  33",0,0,0
"SHS Quadra 6 Conjunto A Bloco C, ASA SUL, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  3.522
Valor m² R$  100",0,0,0
"SCRN 702/703 Bloco B, ASA NORTE, BRASILIA",Aluguel Kitnet 35 m²,35 m²,"R$  1.490
Valor m² R$  42",0,1,0
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.500
Valor m² R$  44",0,0,0
"SMAS Trecho 3, PARK SUL, BRASILIA",Aluguel Sala 31 m²,31 m²,"R$  1.900
Valor m² R$  61",0,0,0
"SHLS, ASA SUL, BRASILIA",Aluguel Loja 46 m²,46 m²,"R$  3.500
Valor m² R$  76",0,0,0
"SQS 416 Bloco K, ASA SUL, BRASILIA",Aluguel Apartamento 80 m²,80 m²,"R$  3.300
Valor m² R$  41",3,0,0
"SGCV, PARK SUL, BRASILIA",Aluguel Apartamento 44 m²,44 m²,"R$  3.700
Valor m² R$  82",0,1,0
"CCSW 4 Lote 4 Bloco B, SUDOESTE, BRASILIA",Aluguel Kitnet 28 m²,28 m²,"R$  1.750
Valor m² R$  62",0,1,0
"SQNW 306, NOROESTE, BRASILIA",Aluguel Apartamento 67 m²,67 m²,"R$  7.950
Valor m² R$  118",2,1,2
"SHIGS 707 Bloco Q, ASA SUL, BRASILIA",Aluguel Casa 177 m²,177 m²,"R$  6.000
Valor m² R$  33",4,0,0
"SCLRN 710 Bloco G, ASA NORTE, BRASILIA",Aluguel Kitnet 38 m²,38 m²,"R$  1.200
Valor m² R$  31",0,0,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 779 m²,779 m²,"R$  37.800
Valor m² R$  48",0,0,11
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  800
Valor m² R$  25",0,0,0
"SCS Quadra 02 Bloco D Lote 81, ASA SUL, BRASILIA",Aluguel Sala 43 m²,43 m²,"R$  1.000
Valor m² R$  23",0,0,0
"SCS Quadra 9, ASA SUL, BRASILIA",Aluguel Sala 420 m²,420 m²,"R$  44.137
Valor m² R$  105",0,0,13
"SGAN 912, ASA NORTE, BRASILIA",Aluguel Kitnet 25 m²,25 m²,"R$  1.000
Valor m² R$  40",0,0,0
"SHCGN 709 Bloco J, ASA NORTE, BRASILIA",Aluguel Casa 200 m²,200 m²,"R$  7.000
Valor m² R$  35",4,1,0
"SGAN 906, ASA NORTE, BRASILIA",Aluguel Apartamento 28 m²,28 m²,"R$  2.600
Valor m² R$  92",0,1,0
"SEPS 714/914, ASA SUL, BRASILIA",Aluguel Sala 50 m²,50 m²,"R$  2.000
Valor m² R$  40",0,0,0
"CA 11, LAGO NORTE, BRASILIA",Aluguel Sala 52 m²,52 m²,"R$  1.500
Valor m² R$  28",0,0,0
"SEPS 713/913, ASA SUL, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  1.900
Valor m² R$  63",0,1,0
"QMSW 5 Lote 8, SUDOESTE, BRASILIA",Aluguel Loja 60 m²,60 m²,"R$  7.000
Valor m² R$  116",0,0,0
"CLSW 301 Bloco A, SUDOESTE, BRASILIA",Aluguel Apartamento 40 m²,40 m²,"R$  1.750
Valor m² R$  43",0,0,0
"SHN Quadra 1, ASA NORTE, BRASILIA",Aluguel Sala 40 m²,40 m²,"R$  2.200
Valor m² R$  55",0,0,0
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 937 m²,937 m²,"R$  46.050
Valor m² R$  49",0,0,4
"SIG Quadra 4, SIG, BRASILIA",Aluguel Loja 12 m²,12 m²,"R$  100
Valor m² R$  8",0,0,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 798 m²,798 m²,"R$  36.660
Valor m² R$  45",0,0,13
"SQN 116, ASA NORTE, BRASILIA",Aluguel Loja 200 m²,200 m²,"R$  5.000
Valor m² R$  25",0,0,0
"CLN 109 Bloco B, ASA NORTE, BRASILIA",Aluguel Kitnet 25 m²,25 m²,"R$  850
Valor m² R$  34",0,0,0
"SGAS 910, ASA SUL, BRASILIA",Aluguel Kitnet 28 m²,28 m²,"R$  1.400
Valor m² R$  50",0,1,0
"SQSW 105 Bloco D, SUDOESTE, BRASILIA",Aluguel Apartamento 78 m²,78 m²,"R$  4.500
Valor m² R$  57",2,1,0
"SIG Quadra 4, SIG, BRASILIA",Aluguel Sala 686 m²,686 m²,"R$  48.069
Valor m² R$  70",0,0,6
"SDS Bloco D Lote 27, ASA SUL, BRASILIA",Aluguel Sala 38 m²,38 m²,"R$  700
Valor m² R$  18",0,0,0
"SHS Quadra 02 Bloco J, ASA SUL, BRASILIA",Aluguel Hotel Flat 55 m²,55 m²,"R$  5.000
Valor m² R$  90",0,1,0
"SHIS QI 11 Área Especial 1, LAGO SUL, BRASILIA",Aluguel Casa 940 m²,940 m²,"R$  35.000
Valor m² R$  37",4,2,25
"SGCV Lote 10, PARK SUL, BRASILIA",Aluguel Apartamento 51 m²,51 m²,"R$  4.100
Valor m² R$  80",0,1,0
"EQS 302/303, ASA SUL, BRASILIA",Aluguel Garagem 11 m²,11 m²,"R$  400
Valor m² R$  33",0,0,0
"QMSW 4, SUDOESTE, BRASILIA",Aluguel Kitnet 33 m²,33 m²,"R$  1.450
Valor m² R$  43",0,0,0
"QMSW 5, SUDOESTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  1.550
Valor m² R$  51",0,0,0
"SHIS QI 15 Conjunto 4, LAGO SUL, BRASILIA",Aluguel Casa 900 m²,900 m²,"R$  59.000
Valor m² R$  65",5,5,6
"SBS Quadra 01 Bloco K Lote 29, ASA SUL, BRASILIA",Aluguel Sala 80 m²,80 m²,"R$  1.400
Valor m² R$  17",0,0,0
"SQS 412 Bloco N, ASA SUL, BRASILIA",Aluguel Apartamento 60 m²,60 m²,"R$  2.600
Valor m² R$  43",2,0,0
"CLN 314 Bloco B, ASA NORTE, BRASILIA",Aluguel Loja 60 m²,60 m²,"R$  4.500
Valor m² R$  75",0,0,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 348 m²,348 m²,"R$  20.000
Valor m² R$  57",0,0,7
"SEPS 714/914, ASA SUL, BRASILIA",Aluguel Sala 31 m²,31 m²,"R$  900
Valor m² R$  28",0,0,0
"SCS Quadra 02 Bloco C Lote 22, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  300
Valor m² R$  10",0,0,0
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.600
Valor m² R$  46",0,0,0
"Condomínio Quinta Interlagos, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 420 m²,420 m²,"R$  7.500
Valor m² R$  17",4,1,2
"SGAN 914, ASA NORTE, BRASILIA",Aluguel Apartamento 44 m²,44 m²,"R$  2.300
Valor m² R$  52",0,0,0
"SCS Quadra 04 Bloco A Lote 230, ASA SUL, BRASILIA",Aluguel Ponto Comercial 540 m²,540 m²,"R$  4.000
Valor m² R$  7",0,0,0
"SMPW Quadra 1 Conjunto 3, PARK WAY, BRASILIA",Aluguel Casa Condominio 487 m²,487 m²,"R$  20.000
Valor m² R$  41",4,4,2
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 398 m²,398 m²,"R$  22.258
Valor m² R$  55",0,0,7
"SHN Quadra 02 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 26 m²,26 m²,"R$  1.690
Valor m² R$  63",0,0,0
"AOS 07, OCTOGONAL, BRASILIA",Aluguel Apartamento 67 m²,67 m²,"R$  4.200
Valor m² R$  62",2,0,0
"SMPW Quadra 3 Conjunto 5, PARK WAY, BRASILIA",Aluguel Casa Condominio 990 m²,990 m²,"R$  18.000
Valor m² R$  18",2,2,4
"SQS 311, ASA SUL, BRASILIA",Aluguel Apartamento 281 m²,281 m²,"R$  20.000
Valor m² R$  71",4,4,2
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 638 m²,638 m²,"R$  37.400
Valor m² R$  58",0,0,15
"SHDB QL 32 , LAGO SUL, BRASILIA",Aluguel Casa Condominio 280 m²,280 m²,"R$  7.800
Valor m² R$  27",4,2,2
"SRTVS, ASA SUL, BRASILIA",Aluguel Sala 38 m²,38 m²,"R$  1.100
Valor m² R$  28",0,0,0
"CLN 116 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 676 m²,676 m²,"R$  25.000
Valor m² R$  36",0,0,0
"Praça de Atividades 1, JARDINS MANGUEIRAL, BRASILIA",Aluguel Loja 225 m²,225 m²,"R$  15.000
Valor m² R$  66",0,0,0
"CLN 111 Bloco C, ASA NORTE, BRASILIA",Aluguel Loja 160 m²,160 m²,"R$  3.560
Valor m² R$  22",0,0,0
"SEPN 513 Bloco D Lote 04/05, ASA NORTE, BRASILIA",Aluguel Sala 437 m²,437 m²,"R$  38.000
Valor m² R$  86",0,0,0
"SCN Quadra 2, ASA NORTE, BRASILIA",Aluguel Loja 595 m²,595 m²,"R$  32.600
Valor m² R$  54",0,0,6
"SCS Quadra 5, ASA SUL, BRASILIA",Aluguel Loja 450 m²,450 m²,"R$  5.000
Valor m² R$  11",0,0,0
"SDS Bloco L Lote 30, ASA SUL, BRASILIA",Aluguel Loja 25 m²,25 m²,"R$  2.600
Valor m² R$  103",0,0,0
"CLN 406 Bloco B, ASA NORTE, BRASILIA",Aluguel Ponto Comercial 30 m²,30 m²,"R$  860
Valor m² R$  28",0,0,0
"CLSW 303 Bloco A, SUDOESTE, BRASILIA",Aluguel Loja 666 m²,666 m²,"R$  62.000
Valor m² R$  93",0,0,0
"SHN Quadra 1 Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 56 m²,56 m²,"R$  3.981
Valor m² R$  71",0,0,0
"CRS 510 Bloco C, ASA SUL, BRASILIA",Aluguel Sala 181 m²,181 m²,"R$  8.000
Valor m² R$  44",0,0,0
"SAUS Quadra 5, ASA SUL, BRASILIA",Aluguel Loja 185 m²,185 m²,"R$  6.992
Valor m² R$  37",0,0,0
"CRNW 510 Bloco B Lote 2, NOROESTE, BRASILIA",Aluguel Loja 230 m²,230 m²,"R$  12.000
Valor m² R$  51",0,0,0
"SGAS 915, ASA SUL, BRASILIA",Aluguel Sala 43 m²,43 m²,"R$  900
Valor m² R$  20",0,0,0
"SHCGN 709 Bloco F, ASA NORTE, BRASILIA",Aluguel Apartamento 45 m²,45 m²,"R$  2.400
Valor m² R$  53",2,0,0
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",Aluguel Loja 155 m²,155 m²,"R$  29.493
Valor m² R$  190",0,0,0
"SHIS QI 15, LAGO SUL, BRASILIA",Aluguel Sala 61 m²,61 m²,"R$  4.900
Valor m² R$  80",0,0,0
"SGAN 906, ASA NORTE, BRASILIA",Aluguel Prédio 20000 m²,20000 m²,"R$  750.000
Valor m² R$  37",0,0,247
"SHCGN 703 Bloco J, ASA NORTE, BRASILIA",Aluguel Apartamento 42 m²,42 m²,"R$  3.200
Valor m² R$  76",0,0,0
"CLS 102 Bloco B, ASA SUL, BRASILIA",Aluguel Loja 60 m²,60 m²,"R$  1.300
Valor m² R$  21",0,0,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 398 m²,398 m²,"R$  22.258
Valor m² R$  55",0,0,7
"SGAS 911, ASA SUL, BRASILIA",Aluguel Prédio 900 m²,900 m²,"R$  1.000
Valor m² R$  1",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  450
Valor m² R$  15",0,0,0
"CA 09, LAGO NORTE, BRASILIA",Aluguel Kitnet 24 m²,24 m²,"R$  2.200
Valor m² R$  91",0,1,0
"SCS Quadra 06 Bloco A Lote 71, ASA SUL, BRASILIA",Aluguel Prédio 595 m²,595 m²,"R$  36.000
Valor m² R$  60",0,0,2
"SCLRN 703 Bloco C, ASA NORTE, BRASILIA",Aluguel Apartamento 28 m²,28 m²,"R$  1.000
Valor m² R$  35",0,0,0
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",Aluguel Kitnet 75 m²,75 m²,"R$  2.900
Valor m² R$  38",0,1,0
"SIG Quadra 8, SIG, BRASILIA",Aluguel Loja 446 m²,446 m²,"R$  30.000
Valor m² R$  67",0,0,0
"SCS Quadra 02 Bloco C Lote 34/35, ASA SUL, BRASILIA",Aluguel Loja 780 m²,780 m²,"R$  15.000
Valor m² R$  19",0,0,0
"Condomínio San Diego, JARDIM BOTANICO, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.300
Valor m² R$  38",0,0,0
"SCN Quadra 1, ASA NORTE, BRASILIA",Aluguel Loja 100 m²,100 m²,"R$  8.500
Valor m² R$  85",0,0,2
"Condomínio San Diego, JARDIM BOTANICO, BRASILIA",Aluguel Sala 54 m²,54 m²,"R$  1.650
Valor m² R$  30",0,0,0
"SCRN 706/707 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 240 m²,240 m²,"R$  4.000
Valor m² R$  16",0,0,0
"SQS 215 Bloco B, ASA SUL, BRASILIA",Aluguel Apartamento 150 m²,150 m²,"R$  8.500
Valor m² R$  56",3,1,0
"CA 01, LAGO NORTE, BRASILIA",Aluguel Sala 45 m²,45 m²,"R$  1.700
Valor m² R$  37",0,0,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 779 m²,779 m²,"R$  43.644
Valor m² R$  55",0,0,14
"CLS 415, ASA SUL, BRASILIA",Aluguel Loja 240 m²,240 m²,"R$  10.000
Valor m² R$  41",0,0,0
"SGCV Lote 13, PARK SUL, BRASILIA",Aluguel Apartamento 27 m²,27 m²,"R$  2.400
Valor m² R$  88",0,1,0
"QRSW 1 Bloco B 13, SUDOESTE, BRASILIA",Aluguel Apartamento 51 m²,51 m²,"R$  2.600
Valor m² R$  50",2,1,0
"SEPS 705/905, ASA SUL, BRASILIA",Aluguel Sala 23 m²,23 m²,"R$  834
Valor m² R$  36",0,0,0
"EQS 302/303, ASA SUL, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  150
Valor m² R$  12",0,0,0
"SDN Lote Único, ASA NORTE, BRASILIA",Aluguel Loja 35 m²,35 m²,"R$  2.300
Valor m² R$  65",0,0,0
"SQNW 107 Bloco I, NOROESTE, BRASILIA",Aluguel Apartamento 203 m²,203 m²,"R$  10.500
Valor m² R$  51",4,4,3
"SHN Quadra 1, ASA NORTE, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  350
Valor m² R$  29",0,0,0
"SMPW Quadra 8 Conjunto 4, PARK WAY, BRASILIA",Aluguel Casa 807 m²,807 m²,"R$  18.000
Valor m² R$  22",5,4,4
"SHIS QL 12 Conjunto 11, LAGO SUL, BRASILIA",Aluguel Casa 1190 m²,1190 m²,"R$  60.000
Valor m² R$  50",17,15,30
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 41 m²,41 m²,"R$  3.800
Valor m² R$  92",0,1,0
"SEPN 513, ASA NORTE, BRASILIA",Aluguel Loja 438 m²,438 m²,"R$  38.000
Valor m² R$  86",0,0,0
"SQNW 302 Bloco A, NOROESTE, BRASILIA",Aluguel Apartamento 71 m²,71 m²,"R$  5.000
Valor m² R$  70",2,1,2
"CLN 109 Bloco B, ASA NORTE, BRASILIA",Aluguel Apartamento 22 m²,22 m²,"R$  1.000
Valor m² R$  43",0,0,0
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  600
Valor m² R$  22",0,0,0
"CLN 211, ASA NORTE, BRASILIA",Aluguel Sala 23 m²,23 m²,"R$  800
Valor m² R$  34",0,0,0
"SHN Quadra 05 Bloco I, ASA NORTE, BRASILIA",Aluguel Sala 57 m²,57 m²,"R$  3.100
Valor m² R$  54",0,0,0
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 75 m²,75 m²,"R$  4.884
Valor m² R$  65",0,0,2
"SMPW Trecho 3, PARK WAY, BRASILIA",Aluguel Sala 29 m²,29 m²,"R$  740
Valor m² R$  25",0,0,0
"SRTVS, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  850
Valor m² R$  25",0,0,0
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  1.000
Valor m² R$  37",0,0,0
"SRTVS, ASA SUL, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  149
Valor m² R$  12",0,0,0
"SQS 408 Bloco F, ASA SUL, BRASILIA",Aluguel Apartamento 43 m²,43 m²,"R$  3.100
Valor m² R$  72",0,0,0
"SAUS Quadra 03 Bloco C LoteS 2/3, ASA SUL, BRASILIA",Aluguel Sala 25 m²,25 m²,"R$  900
Valor m² R$  36",0,0,0
"SCS Quadra 1, ASA SUL, BRASILIA",Aluguel Sala 45 m²,45 m²,"R$  1.000
Valor m² R$  22",0,0,0
"SAUS Quadra 3, ASA SUL, BRASILIA",Aluguel Sala 24 m²,24 m²,"R$  1.300
Valor m² R$  54",0,0,0
"STN Bloco O, ASA NORTE, BRASILIA",Aluguel Sala 39 m²,39 m²,"R$  1.800
Valor m² R$  45",0,0,0
"SHIS QI 15 Bloco F, LAGO SUL, BRASILIA",Aluguel Sala 785 m²,785 m²,"R$  141.424
Valor m² R$  180",0,0,0
"CRS 509 Bloco A, ASA SUL, BRASILIA",Aluguel Kitnet 25 m²,25 m²,"R$  1.800
Valor m² R$  72",0,0,0
"SHN Quadra 02 Bloco J, ASA NORTE, BRASILIA",Aluguel Loja 20 m²,20 m²,"R$  700
Valor m² R$  35",0,0,0
"CLN 316 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 25 m²,25 m²,"R$  2.000
Valor m² R$  80",0,0,0
"SRA, GRANJA DO TORTO, BRASILIA",Aluguel Apartamento 45 m²,45 m²,"R$  1.900
Valor m² R$  42",2,0,0
"Condomínio Estancia Jardim Botânico II, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 650 m²,650 m²,"R$  12.000
Valor m² R$  18",4,4,4
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 240 m²,240 m²,"R$  11.000
Valor m² R$  45",3,3,2
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  800
Valor m² R$  28",0,0,0
"CA 05, LAGO NORTE, BRASILIA",Aluguel Kitnet 25 m²,25 m²,"R$  1.100
Valor m² R$  44",0,0,0
"SQS 313 Bloco C, ASA SUL, BRASILIA",Aluguel Apartamento 113 m²,113 m²,"R$  8.100
Valor m² R$  71",3,1,0
"SRTVN, ASA NORTE, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  950
Valor m² R$  29",0,0,0
"SGCV Lote 19, PARK SUL, BRASILIA",Aluguel Apartamento 154 m²,154 m²,"R$  10.500
Valor m² R$  68",4,4,3
"CLN 215 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  1.300
Valor m² R$  37",0,0,0
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",Aluguel Sala 31 m²,31 m²,"R$  1.000
Valor m² R$  32",0,0,0
"SMPW Quadra 3 Conjunto 1, PARK WAY, BRASILIA",Aluguel Casa 200 m²,200 m²,"R$  3.000
Valor m² R$  15",3,0,0
"SDS Bloco L Lote 30, ASA SUL, BRASILIA",Aluguel Sala 40 m²,40 m²,"R$  1.473
Valor m² R$  35",0,0,0
"SCN Quadra 4, ASA NORTE, BRASILIA",Aluguel Sala 780 m²,780 m²,"R$  37.800
Valor m² R$  48",0,0,11
"Galeria dos Estados, ASA SUL, BRASILIA",Aluguel Apartamento 105 m²,105 m²,"R$  2.800
Valor m² R$  26",3,1,0
